States,ItemLabels,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019
EBONYI,Mudfish : dried / 1Kg,1390.56,1392.0896,1393.621,1395.1539,1396.6886,1398.225,1399.763,1401.3027,1540.66930642709,1332.2213,1650.0,2500.0,2048.93,2125.44,2187.185,2198.0,2217.9,2200.43,2209.165,2154.33,2154.5024,2278.0,2278.55,2278.0,2293.946,2295.3223,2296.6995,2296.47,2298.5369,2300.1458,2335.53,2233.3333,2251.2,2252.3255999999965,2254.3528,2272.3875,2158.4387,2177.8647,2171.3894,2182.2463,2193.1575,2151.0417,2100.25,2101.5103,2031.02
EBONYI,Onion bulb / 1Kg,203.60437,226.43715,236.77625,244.05,190.88083,199.905,201.45563,214.30542,312.341968285292,321.8614,342.111,202.315,213.93,331.48166,328.39053,278.57144,297.32144,279.57672,256.7857,261.149,276.1905,272.93124,274.167,269.25925,292.49158,319.37323,297.18576,289.88696,259.50217,217.35931,191.9722,195.9149,193.44821,185.544942557443,225.0,252.01453,214.67976,219.1618,212.36974,265.93405,276.75836,240.3445,185.16484,186.44,155.16667
EBONYI,"Palm oil: 1 bottle,specify bottle",,,,,,,,,,,,,448.35,440.0,471.94,477.77,449.25,455.55,450.22,450.0,436.12,456.23,463.33356,457.33334,460.0,521.9048,446.15384,461.90475,438.8889,425.7143,428.09525,451.24182,485.7143,486.10285714285715,490.54034,450.4762,446.15384,456.66666,425.7143,397.14285,401.4194,448.11594,386.66666,390.47,391.1111
EBONYI,Plantain(ripe),,,,,,,,,,,,,225.14,218.25,225.85,221.58,256.68,291.55,275.22,271.14,231.38,271.98,275.33,272.42102,272.0478,231.08974,264.39395,286.6793,294.45578,281.9455,262.22266,258.0907,231.90475,200,250.0,172.98137,174.43182,204.58333,199.90079,200.18518,188.09525,200.94435,189.58333,187.03,159.5238
EBONYI,Plantain(unripe),,,,,,,,,,,,,252.11,247.37,250.25,258.61,252.29,238.43,213.33,215.47,245.75,238.78,258.0525,256.92743,321.97803,217.77777,219.15184,216.66667,216.90475,202.01239,181.82951,204.51591,194.69388,187.277959183673,200.39032,220.0,194.23145,195.5711,190.19998,225.74074,201.43582,195.14793,169.44444,158.81,152.03
EBONYI,Rice Medium Grained / 1Kg,180.0,160.0,200.0,200.0,240.0,240.264,240.52829,240.79288,219.1839414158965,250.95743,251.23349,251.50984,308.31,312.23,310.0,309.0,328.79,315.45,320.0,325.75,325.77606,309.0,307.22,302.84033,309.0618,307.40433,307.55804,307.71182,307.98874,308.20435,300.12,321.94806,324.52365,324.8157076363637,326.4398,326.70093,330.59363,330.792,332.24658,332.47916,332.7119,306.66666,310.26,310.44617,311.05
EBONYI,Rice agric sold loose / 1Kg,210.0,220.0,255.0,230.0,265.0,320.0,315.0,370.0,329.031677623776,334.9837,365.0,365.0,420.99,456.0,445.75757,422.0,430.25,433.33334,440.0,420.0,422.85715,400.0,385.0,383.0,383.0,363.63635,340.0,300.0,300.27,300.0,310.0,316.0057,300.0,300.9,302.4045,340.0,345.0,320.0,315.95743,300.0,320.0,284.44446,280.0,280.0,280.0
EBONYI,Rice local sold loose / 1Kg,160.0,155.83333,193.33333,206.66667,208.33333,275.0,291.42856,309.5238,261.308212096952,307.06952,316.1905,357.33334,362.0075,363.33334,346.93878,350.76923,368.57144,340.0,347.14285,329.16666,320.0,362.22223,335.0,325.99,328.16327,249.67033,311.02042,295.10205,287.61905,272.14285,270.26532,281.8108,269.08163,269.32380612244896,270.6704,257.14285,262.81482,266.53845,273.57144,268.57144,264.6154,267.6698,280.0,271.42,260.0
EBONYI,"Rice,imported high quality sold loose / 1Kg",247.5,250.0,265.0,270.0,305.0,367.5,408.88916,430.0,389.26113957999996,465.7836,455.0,533.75,535.205,500.9,464.7619,453.33334,480.0,480.0,476.7857,452.5,454.0,451.42856,441.82858,440.0,416.0,448.0,400.0,400.0,400.0,400.0,400.0,391.89514,400.0,400.35999999999996,402.3618,400.0,416.0,400.0,396.97867,400.0,403.24466,392.75284,381.616,400.0,416.0
EBONYI,Sweet potato,,,,,,,,,,,,,120.325,125.71667,124.64,120.365,121.02689,121.18,120.47,120.56,118.47146,115.52389,115.81084,114.50898,118.43971,151.78572,177.47253,155.71428,132.61905,156.66667,146.30037,141.7139,135.55556,143.962222222223,120.0,137.52136,128.125,138.51852,146.66667,148.48485,140.44876,131.7791,178.57143,169.13,182.22223
EBONYI,Tilapia fish (epiya) fresh,,,,,,,,,,,,,789.55,793.0925,803.33,802.73,807.3601,804.67,803.33,802.76,750.0,859.2593,840.0,820.5952,876.4706,883.3333,895.6537,905.55554,1066.6666,1000.0,952.381,1091.6666,1097.6431,1100.9360269360266,1104.2389,1105.2327,1100.3856,1108.0884,943.39624,1000.0,1000.8,966.89,900.015,958.84296,970.0
EBONYI,Titus:frozen,,,,,,,,,,,,,679.0358,670.0,675.385,670.25665,672.8919,678.515,674.73,672.515,665.6746,752.7169,775.56665,768.1354,739.68256,721.5432,775.14386,777.8274,800.22046,868.50323,996.6572,1006.9846,950.6269,951.2923403093292,954.14624,969.3999,966.95526,955.85565,918.8137,936.45807,923.3557,991.9251,926.85187,958.39,891.35803
EBONYI,Tomato / 1Kg,288.72833,252.38095,191.1188,279.7,584.3407,675.79,701.7217,370.6919,386.93464617080747,391.49164,382.41785,245.7438,265.66833,256.40024,280.20834,281.5476,312.92517,445.32205,446.7857,579.1975,459.87656,390.85425,384.21857,381.80554,335.35587,326.49832,292.47562,315.22775,340.57144,456.75858,395.6229,301.7361,296.66666,320.336666666667,320.0,251.85185,254.31235,242.86502,203.54913,250.0,270.2013,324.03836,284.9567,302.27,244.90094
EBONYI,"Vegetable oil:1 bottle,specify bottle",,,,,,,,,,,,,507.61,496.66,503.33,500.0,491.2,500.0,519.72,526.55,480.33,500.75,511.65,510.33334,493.33334,493.33334,476.1905,476.1905,487.69232,485.7143,464.6154,500.68027,528.5714,530.1571428571432,530.4752,480.9524,500.0,486.66666,478.09525,488.09525,488.2143,488.8889,438.09525,419.04,415.3846
EBONYI,Wheat flour: prepacked (golden penny 2kg),,,,,,,,,,,,,710.79,750.0,765.0,760.0,723.26,720.83,733.33,800.0,777.31,721.91,733.3333,733.3333,737.5,695.0,675.0,675.0,702.5,695.0,700.0,692.8571,680.0,670,687.5,661.4286,670.6667,687.5,683.3333,650.0,627.8571,628.5714,666.6667,666.66,635.7143
EBONYI,Yam tuber / 1Kg,104.894,137.5,139.015,185.7,201.72934,180.5575,174.47333,145.4875,216.3351664779275,208.31215,227.95833,260.1225,269.985,261.93314,306.86157,307.77335,320.11978,312.69946,326.83035,395.12143,305.61475,297.73505,284.579,276.07092,297.8429,303.47824,289.2707,319.21753,298.49817,296.29303,290.91666,302.731,282.76556,255.613864468865,250.0,207.03394,211.53989,194.16728,214.4697,229.51108,196.79587,189.94547,225.29138,204.84,200.38196
EDO,Agric eggs medium size / 1 Dozen,375.75,359.58334,339.2857,440.75,407.0202,454.16666,400.0,388.19446,376.313625,429.35776,451.04166,475.5,679.645,560.2679,570.0,529.2857,555.0,522.94116,535.0,527.2727,527.64185,510.84,470.7143,505.5649,476.1111,600.8127,620.0952,623.08826,625.0,580.0,560.0,524.44446,517.05884,494.11764705882354,502.5,494.0,515.7143,505.83334,495.7143,500.0,520.314,506.66666,458.0,501.28,485.29413
EDO,Agric eggs(medium size price of one) / 1 Piece,30.0,31.306818,37.104168,34.75,34.88889,38.125,37.357143,36.319443,30.045,45.07491,41.25,40.0,53.85,47.460316,48.666668,47.692307,48.125,46.875,50.0,48.18182,48.22222,46.31579,42.0,45.666668,40.0,47.22222,48.260868,47.5,47.44706,46.82353,48.94737,48.333332,44.0625,43.3529411764706,47.64706,47.333332,44.5237,45.857143,42.0,42.666668,45.0,39.666668,40.875,47.85,47.22222
EDO,"Beans brown,sold loose / 1Kg",211.00179,213.0393,237.70876,227.542,258.25577,301.31937,284.46448,265.75024,311.318288392857,329.40042,319.8148,316.69424,361.66876,401.85025,407.44446,374.84848,364.64053,355.80246,364.05228,419.54636,397.8395,343.97223,321.50784,308.50696,356.80554,351.79013,374.81482,366.86273,382.7451,401.69687,386.1111,389.8693,396.66666,396.0130718954249,402.48367,406.81482,385.15872,390.87302,385.15872,391.42856,400.0,381.07745,352.29166,331.92,339.71603
EDO,Beans:white black eye. sold loose / 1Kg,168.65514,166.96834,224.33571,192.438,216.87088,263.1943,240.63486,232.7775,268.908125571428,272.38303,287.8871,257.75,275.65167,323.3632,328.01587,321.88034,328.33334,312.34567,307.97385,315.35364,303.58026,301.3439,300.5439,301.45834,304.3791,302.81046,401.44928,347.64706,362.67975,384.3715,326.13757,345.06174,343.75,352.222222222222,354.5926,345.77777,332.101,325.7143,322.101,358.07407,344.74066,302.08417,327.1934,298.92,306.66666
EDO,Beef Bone in / 1Kg,1038.2356,809.16833,952.2347,816.55945,864.42554,726.125,670.2923,838.8396,1040.09290888889,1134.805,1191.4445,1153.1105,1063.3075,1065.702,1094.8674,960.6341,1071.8518,1091.4255,1081.6387,1079.8966,1060.2582,1106.417,1117.22,1100.8937,1162.8185,1028.9658,990.48883,964.8775,998.7712,1080.066,987.5924,962.5939,965.64685,976.356421356421,919.9502,1009.73773,949.31995,916.0664,949.31995,956.11914,980.0,991.95764,1017.6374,929.68,936.727
EDO,"Beef,boneless / 1Kg",831.3656,1119.2904,886.8382,802.8778,1086.9,1045.3884,1204.993,864.04565,882.612625288461,1207.4608,1284.5646,1390.7899,1318.22,1481.178,1519.2263,1365.3362,1408.8147,1537.8143,1550.55,1374.3768,1370.8615,1380.89,1404.17,1379.6133,1332.2604,1344.5532,1405.3922,1427.2198,1419.6372,1409.9716,1383.7194,1372.2372,1374.2384,`1393.641904573277,1310.0613,1407.5034,1470.7435,1404.0765,1430.7435,1452.6362,1455.8364,1418.9144,1415.2621,1379.95,1374.12
EDO,Bread sliced 500g / 1 loaf,217.42857,234.16667,247.85715,253.75,225.11111,250.0,325.0,252.14285,217.75471428571385,318.6001,320.0,350.125,309.99,298.33334,309.23077,290.0,305.33334,306.25,300.0,303.33334,303.125,305.26315,300.0,312.5,316.66666,315.625,319.0476,313.33334,336.25,338.82352,324.70587,303.8889,321.875,314.70588235294116,321.42856,314.66666,314.2857,323.07693,314.2857,312.5,323.33334,315.3846,314.70587,316.66,315.625
EDO,Bread unsliced 500g / 1 loaf,166.42857,300.0,217.85715,201.25,193.04861,250.0,325.0,209.64285,300,248.49287,280.7143,259.44446,257.5,251.66667,253.57143,246.15384,250.0,260.625,246.66667,254.7619,241.17647,244.44444,235.0,238.23529,251.17647,264.70587,264.2857,254.375,246.875,257.85715,261.1111,275.0,259.375,252.94117647058823,271.42856,266.66666,246.15384,261.53845,246.15384,253.33333,263.33334,261.53845,296.875,293.33,299.375
EDO,Broken Rice (Ofada) / 1Kg,262.5,252.5,300.0,272.5,312.5,284.58334,293.75,353.125,292.89375,300.75,270.87,393.75,341.13,387.5,383.33334,390.0,410.0,480.0,445.0,450.0,450.315,500.0,500.0,500.0,500.653,504.65823,520.37036,600.0,585.24365,569.0909,500.0,487.0,440.0,405,400.0,360.0,340.0,380.0,384.0,384.192,390.0,380.0,400.0,400.0,404.0
EDO,Catfish (obokun) fresh,,,,,,,,,,,,,843.51,826.1331,873.51,968.7489,1104.5459,1295.42,1016.635,1034.965,1023.5804,1071.9697,1189.8859,1173.0159,1193.4529,1131.4692,1031.8678,1029.4451,1027.0138,1187.7811,1219.2906,1126.2498,1067.089,1113.5670864851138,1104.3508,1021.0901,991.7244,1034.265,991.7244,1021.3689,1011.10785,1001.44653,966.47186,987.47,961.60675
EDO,Catfish :dried,,,,,,,,,,,,,2009.9425,2003.1316,2008.46,2093.2747,1949.0651,2300.695,2042.78,2173.89,2149.9773,2190.5063,2189.8672,2142.3977,2221.2585,2250.8547,2364.2336,2011.6072,2174.7378,1934.5238,2253.2004,2126.4392,2031.44,1916.34349491921,2093.6038,2316.806,2439.368,2249.3923,2239.368,2252.5806,2316.1877,2256.685,2209.0212,2195.38,2214.3936
EDO,Catfish Smoked,,,,,,,,,,,,,2018.095,2020.27,2022.445,2128.0632,2029.2654,2088.43,2093.06,1984.85,1963.0166,1938.9194,1945.835,1936.9374,1930.3572,1907.6389,1945.1818,1868.75,1700.0,1729.8701,1750.0,1670.0,1568.0555,1508.54545454545,1466.6666,1514.127,1496.8055,1452.6984,1461.8055,1472.4755,1421.08,1426.1696,1479.6296,1500.0,1524.4897
EDO,Chicken Feet / 1Kg,750.0,740.5,700.21,900.0,850.0,787.9,716.6667,890.98,750.975,751.0969,718.75,658.3333,760.075,947.9167,940.0,897.9167,850.0,837.5,831.25,762.5,805.0,828.8889,718.75,715.4286,764.2857,800.0,883.3333,890.3246,879.2353,880.54236,900.0,950.0,988.46155,973.07692307692,907.6389,985.0,959.0909,919.64075,895.0909,922.7273,893.7062,881.25,825.55554,863.19,842.8571
EDO,Chicken Wings / 1Kg,826.19,975.0,900.0,849.6,1162.5,1100.0,1171.4286,1137.5,927.279285,1156.3163,940.83374,1079.1675,1236.35,1150.0,1127.7778,939.0625,1074.359,1161.5385,1117.9487,1263.3334,1260.0,1230.7693,1219.63,1212.7273,1263.6364,1265.0,1271.4286,1200.0,1185.4546,1200.0,1250.0,1241.6666,1256.25,1279.41176470588,1216.6666,1250.0,1257.6923,1232.1428,1257.6923,1293.3334,1300.0,1276.6666,1255.1428,1307.69,1323.3334
EDO,Dried Fish Sardine,,,,,,,,,,,,,1270.6975,1255.709,1269.375,1237.5186,1251.7289,1297.185,1234.6,1202.65,1201.533,1341.5372,1171.7823,1128.3978,1251.5344,1270.1738,1364.7526,1376.4137,1414.4078,1319.4445,1464.7109,1396.9153,1307.954,1310.31336549629,1340.7292,1324.8876,1238.0231,1285.6005,1238.0231,1266.7749,1252.1643,1236.9553,1207.5397,1163.69,1214.9547
EDO,Evaporated tinned milk carnation 170g / 1 unit,120.0,115.89,120.0,130.07,103.333336,120.0,117.5,115.0,120.18,117.69566,150.0,119.166664,123.41,140.0,146.66667,146.66667,150.0,161.42857,158.33333,156.66667,170.0,172.5,172.5,168.57143,175.0,168.33333,165.0,157.5,160.0,158.57143,155.66667,154.0,150.0,152,148.88889,141.53847,143.33333,145.33333,143.33333,150.83333,149.83333,146.66667,143.07692,142.0,142.3077
EDO,"Evaporated tinned milk(peak), 170g / 1 unit",136.96428,138.52272,137.44444,140.5,140.44444,139.375,143.14285,137.36111,147.169732142857,160.46584,147.125,151.25,169.69,164.5238,165.0,191.53847,191.875,191.17647,188.88889,192.27272,204.16667,199.57895,199.57895,194.66667,194.70589,187.77777,193.63637,192.94118,195.88235,197.0,197.22223,191.33333,196.875,195,198.125,192.66667,190.0,192.85715,190.0,192.85715,194.66667,195.625,193.125,193.33,190.0
EDO,Frozen chicken / 1 unit,1058.3334,1275.0,1291.6666,1112.5,1306.6666,1260.0,1160.7142,1237.5,1259.92083333333,1411.0942,1233.3334,1515.625,1376.655,1654.1666,1544.1666,1445.4546,1412.5,1416.6666,1406.25,1381.579,1396.25,1390.0,1258.3334,1245.0,1413.3334,1414.2858,1419.4445,1367.6471,1370.0,1400.0,1426.6666,1379.4117,1360.7142,1406.66666666667,1403.5714,1339.2858,1313.3334,1332.3077,1313.3334,1350.6218,1400.0,1472.8572,1484.1177,1461.53,1705.5555
EDO,"Gari white,sold loose / 1Kg",134.73062,136.5275,149.61438,146.216,198.31516,184.999,168.1259,171.22626,154.9327209375,215.4115,238.66286,299.495,197.3525,253.25345,255.42563,305.98257,314.29074,315.5395,314.9151,360.62277,366.05432,346.50516,320.7154,320.26212,288.8889,258.0968,273.017,258.7566,251.41553,254.83116,230.33408,218.97539,200.75351,223.532880644518,198.17757,203.56725,198.1376,207.05246,198.1376,169.34009,170.0,167.26326,179.33067,153.34,157.01575
EDO,"Gari yellow,sold loose / 1Kg",145.52792,155.985,154.38158,163.855,213.67094,133.33333,169.04875,185.834, ,214.81003,264.72293,291.02075,254.43124,285.85403,273.68515,282.55252,292.95114,321.1013,307.0262,284.16592,291.94986,267.4035,249.08,247.94757,250.0,265.97137,259.98334,250.5906,234.6597,230.86754,197.58661,189.89114,210.96098,242.60666082738567,200.83621,201.07817,190.22258,194.56868,192.22258,160.69275,163.47298,135.33667,184.3045,167.45,165.9536
EDO,"Groundnut oil: 1 bottle, specify bottle",,,,,,,,,,,,,413.47,417.9,437.78,450.0,470.8,455.55,490.0,490.0,406.88,456.23,456.23,450.0,453.33334,475.0,533.3333,500.0,500.0,522.5926,533.3333,506.66666,530.9524,596.666666666667,688.0,703.3333,698.2381,708.3333,795.2381,796.619,798.10834,750.0,687.1429,703.33,666.6667
EDO,Iced Sardine,,,,,,,,,,,,,685.59,686.929,690.31,698.6662,695.5017,686.51,691.425,689.84,644.57837,768.8328,852.10614,841.7419,805.10583,925.0,881.98004,795.4018,845.8819,964.2857,935.89746,918.5185,922.9167,911.1657464918333,909.9815,1003.9072,927.5663,1007.1734,927.5663,945.5007,980.0,924.47705,874.7192,874.12,878.5201
EDO,Irish potato,,,,,,,,,,,,,185.465,186.00867,182.5,184.73666,184.0323,185.34,185.79,184.125,174.65962,178.98213,174.68333,168.3006,173.0529,185.0,226.55148,248.12596,287.71658,302.18793,352.5132,354.1905,340.4818,427.985710901764,434.52103,380.08826,375.91107,366.81818,375.91107,403.34973,342.56168,321.33173,367.80103,371.92,376.10983
EDO,Mackerel : frozen,,,,,,,,,,,,,940.97,1044.6985,951.37,1082.778,892.69666,890.765,927.655,890.815,881.01605,881.3988,830.37085,825.72534,885.20044,921.42676,841.273,888.76666,985.8362,943.5168,907.62866,895.2131,986.32294,965.7749766573295,923.2601,938.427,1005.2015,1021.9907,1135.2014,1248.2411,1200.3,1192.2048,1166.6787,1133.35,1154.6888
EDO,Maize grain white sold loose,,,,,,,,,,,,,198.89,229.47,186.22,218.73,228.49,231.74,219.4,221.45,192.19,232.08,232.0058,231.84015,241.39955,243.08293,241.76767,254.26137,266.09476,252.20096,244.86363,233.9947,248.16994,247.22222222222223,247.12862,239.68254,227.2619,238.80952,227.2619,235.34392,222.66875,213.30159,232.53969,260.39,230.83755
EDO,Maize grain yellow sold loose,,,,,,,,,,,,,208.06,208.85,186.88,209.49,247.69,229.8,217.87,221.45,200.48,230.14,230.18901,220.3561,245.87344,252.7895,250.37793,262.013,262.81046,251.94641,250.76024,246.77249,258.14542,242.32253086419757,248.9323,242.70833,234.40837,259.37656,248.40837,244.55026,250.18,236.16402,246.91469,246.52,241.54062
EDO,Mudfish (aro) fresh / 1Kg,769.23,733.33,926.54834,875.02167,822.1225,935.575,1104.3741,1174.68,970.383845,1054.2614,909.0996,1195.4735,1152.825,1222.0238,1128.2689,1022.0716,1241.4438,1273.0245,1208.7979,1175.1716,1239.4231,1279.395,1240.95,1234.4159,1281.2393,1179.0016,1132.8806,1169.1674,1281.7429,1185.2056,1206.7318,1228.1135,1139.4298,1116.724941724942,1203.1604,1133.9823,1139.899,1183.0769,1209.899,1250.0254,1283.8875,1235.7527,1205.2255,1181.06,1221.771
EDO,Mudfish : dried / 1Kg,1433.33,1538.3125,1238.97,1250.0,1356.1613,1275.675,1220.303,1285.7091,1435.479995,1684.249,1502.6,1514.2925,1444.0275,1805.735,2040.1709,2662.6985,2760.0,2791.2458,2521.5024,2126.61,2128.0986,2133.4146,2103.6428,2097.0798,2198.4849,2216.402,2296.9846,2146.216,2166.33,1984.9014,2134.1338,1949.1698,1708.7316,1653.4266784266783,1665.6584,1598.3519,1659.4132,1520.5588,1659.4132,1663.9924,1664.7771,1598.5045,1550.5336,1606.06,1600.9768
EDO,Onion bulb / 1Kg,172.67938,183.15433,151.01143,149.90413,267.916,171.69806,161.21214,141.62167,272.9383940625,300.1743,315.81686,306.92728,338.275,232.5502,232.57076,215.05798,212.0149,220.29414,212.42328,244.562,239.72223,218.82997,224.91461,216.88687,221.88225,257.04413,237.27107,253.41843,242.23105,232.42424,255.75198,263.78107,239.34856,236.07315886727648,377.6505,371.82248,319.563,293.12546,300.563,282.20508,291.08286,252.71234,211.64752,257.61,278.4858
EDO,"Palm oil: 1 bottle,specify bottle",,,,,,,,,,,,,400.0,410.21,419.27,433.33,465.59,504.87,518.53,591.66,408.98,505.62,505.62,503.8889,514.44446,526.0784,504.34784,516.4706,537.8947,550.24786,600.5439,587.4074,543.13727,523.921568627451,519.1667,533.3333,525.55554,496.66666,505.55554,495.55554,520.0,500.66666,458.82352,447.61,451.85184
EDO,Plantain(ripe),,,,,,,,,,,,,165.26,160.0,180.13,180.19,202.29,199.76,212.64,244.7,172.06,200.05,183.94846,180.87375,201.1939,199.5486,239.64626,238.14684,236.5516,249.65907,261.261,244.29417,215.44548,199.3691209205468,154.82632,154.69614,160.91472,173.88779,180.91472,185.25572,190.0,192.60228,175.35889,176.48,176.2646
EDO,Plantain(unripe),,,,,,,,,,,,,137.75,147.95,140.0,152.68,178.67,196.62,202.22,199.24,154.01,196.91,195.62308,187.43004,197.12196,223.60306,219.0903,279.4901,262.01837,259.42838,240.34506,226.28879,204.66823,163.98634807988108,147.1943,150.79765,149.80438,147.6,149.80438,160.21307,170.0,160.12663,169.18779,170.13,170.51222
EDO,Rice Medium Grained / 1Kg,195.83333,197.00333,230.10571,234.25,306.80585,335.83334,304.16666,363.95834,196.12708333333302,357.85928,392.16687,402.03723,357.315,374.6525,413.57144,393.33334,395.66666,397.33334,372.22223,370.9524,365.88235,348.42105,323.59,320.7143,313.52942,364.0,367.193,377.14285,372.82312,386.88312,371.77777,364.2857,359.1111,375.0828157349897,397.69232,364.88095,356.15384,337.5,356.15384,363.9394,387.5,391.1111,332.14285,390.9,393.75
EDO,Rice agric sold loose / 1Kg,225.0,237.5,227.775,275.0,341.66666,412.5,312.5,362.5,285.3375,317.20047,381.01834,440.0,360.07,267.4165,290.0,320.0,392.85715,375.0,390.0,394.44446,366.66666,350.0,321.01834,311.66666,314.2857,341.66666,364.59695,382.46753,383.33334,400.59967,374.07407,362.85715,361.02563,368.80952380952385,403.58975,382.22223,371.81818,374.69232,321.81818,343.33334,350.0,382.30768,369.16666,381.94,390.76923
EDO,Rice local sold loose / 1Kg,172.1875,174.07889,218.54114,193.89,254.3654,284.58334,280.125,296.25,272.44578125,330.9093,316.5606,326.111,310.085,302.32834,336.42856,309.23077,396.25,402.35294,396.17648,371.5,344.72223,319.30768,294.87155,292.5,290.8889,305.625,329.55923,308.9916,328.92856,355.0235,325.7143,340.55554,350.55554,384.31372549019613,372.91666,346.5476,330.7143,309.2857,330.7143,322.22223,330.66666,364.101,290.86273,302.22,326.60132
EDO,"Rice,imported high quality sold loose / 1Kg",276.9643,290.79544,246.3303,279.34,383.92,342.91666,345.92856,404.72223,277.3797321428564,427.225,410.625,448.0,427.505,431.25,453.33334,401.92307,416.875,420.35294,417.71243,391.5475,391.8216,371.42856,370.42856,370.25,380.0,364.94318,391.10828,415.59204,399.2375,405.549,391.66666,397.22223,391.17648,400.392156862745,413.54166,411.90475,402.85715,396.42856,392.85715,396.42856,400.0,396.66666,387.5,404.44,426.92566
EDO,Sweet potato,,,,,,,,,,,,,133.73833,135.82057,131.855,136.56761,136.3996,138.17,139.335,139.27,122.68169,137.35962,147.85786,139.06488,113.2794,138.49474,157.05862,139.69,134.67548,117.594666,139.20467,137.96628,133.60376,148.0293707988333,148.22307,136.8103,125.57501,136.00754,131.57501,181.40607,165.99667,127.9507,149.37769,121.15,189.42802
EDO,Tilapia fish (epiya) fresh,,,,,,,,,,,,,723.9525,746.3654,767.38,784.73444,805.1025,829.165,820.925,790.67,771.4286,784.881,784.98096,775.9927,923.46936,997.2222,1056.3258,1037.5,1129.1383,1167.2515,1184.127,1176.7858,1151.3215,1088.3116883116882,1154.762,1209.4231,1172.6891,1146.5476,1072.6891,1132.0707,1117.7075,1095.9102,1150.8617,1100.79,1103.012
EDO,Titus:frozen,,,,,,,,,,,,,716.2075,718.2965,713.955,714.0104,715.5187,717.605,718.735,718.63,710.85034,780.5685,899.65924,897.0685,903.4233,1041.4829,913.1854,893.26385,902.48737,894.1294,971.9356,905.8172,897.90564,823.0160362513304,906.8567,934.5046,912.7589,1023.98395,912.7589,999.4934,1002.21686,997.8571,955.38464,970.81,985.67914
EDO,Tomato / 1Kg,284.34314,250.115,265.15143,285.87033,284.48306,316.9608,383.3457,290.42584,284.619639687499,278.72516,255.26353,286.84937,275.92,214.17595,224.11513,262.4504,307.80115,310.0,401.3889,396.8463,302.15958,302.59634,309.825,307.84085,305.07828,283.60864,322.78955,378.98953,380.5805,372.25485,399.5252,399.67426,346.47516,414.5717957528229,352.29883,400.90378,374.29514,356.71503,374.29514,379.0735,392.43332,359.9372,327.39276,346.74,376.95767
EDO,"Vegetable oil:1 bottle,specify bottle",,,,,,,,,,,,,457.46,476.4,440.74,471.11,508.83,607.05,627.18,616.67,454.88,607.96,607.96,607.5,572.549,572.549,559.2593,560.0,545.8333,566.2963,551.85187,538.5185,564.5938,562.3529411764706,572.5,538.0952,528.20514,506.66666,528.20514,542.2222,526.32477,528.5714,486.2745,495.23,507.4074
EDO,Wheat flour: prepacked (golden penny 2kg),,,,,,,,,,,,,669.82,664.79,670.0,696.48,772.8,735.41,723.86,770.83,664.12,736.51,736.51,727.05884,726.4706,706.6667,738.0952,734.375,746.875,723.3333,709.2857,700.0,670.0,700.294117647059,722.8571,725.0,708.5714,733.3333,718.5714,729.41174,718.0,734.61536,726.6667,723.07,703.125
EDO,Yam tuber / 1Kg,137.02577,137.32458,140.2716,156.79207,155.92923,157.51317,146.97063,154.7725,157.186307884615,189.24287,171.08624,213.4195,134.39667,148.15083,214.21161,217.78064,267.90936,299.87418,274.3282,312.45905,276.66327,215.84079,205.09143,205.2277,248.39586,254.83661,341.85495,345.9409,341.99353,354.15714,305.7373,291.70984,252.27376,257.126114104502,213.15044,255.98376,271.48672,296.5774,311.48672,350.88745,352.24533,287.25848,265.45526,300.0,296.08316
EKITI,Agric eggs medium size / 1 Dozen,331.66666,315.77274,338.25,334.54544,321.83334,325.94446,386.62338,343.97726,321.313131313131,496.91428,427.25,440.25,556.59,490.44446,530.05884,508.8889,480.0,472.10526,482.17526,468.75,470.66666,455.33334,440.86957,477.14285,467.3684,496.94736,487.77777,549.5238,515.0526,520.0,451.90475,462.17392,452.77777,457.89473684210526,454.5,437.77777,462.77777,453.52942,457.05884,442.10526,445.02,496.0,468.03,448.0,449.375
EKITI,Agric eggs(medium size price of one) / 1 Piece,28.46591,28.818182,30.227272,29.642857,29.75,29.472221,30.681818,30.732323,29.5454545454545,35.11596,39.75,39.375,48.99,45.27778,45.666668,41.38889,41.53846,40.555557,41.05263,40.0,41.333332,39.444443,38.22,40.0,40.0,40.0,39.3,40.5,40.24596,41.05263,40.75,40.0,40.882355,40,41.666668,42.35294,40.0,41.11111,40.9375,40.5,41.42857,40.0,40.55,40.0,40.085
